"OBJECTID","LOWWELL","SPECIES"
35661,"None","Liquidambar styraciflua"
35662,"None","Platanus acerifolia"
35663,"None","Platanus acerifolia"
35664,"None","Callistemon sp"
35665,"None","Ginkgo biloba"
35666,"None","Pyrus kawakami"
35667,"None","Platanus acerifolia"
35668,"None","Ulmus parvifolia"
35669,"None","Acer sp"
35670,"None","Aesculus carnea"
35671,"None","Pistacia chinensis"
35672,"None","Platanus acerifolia"
35673,"None","Ulmus parvifolia"
35674,"None","Pistacia chinensis"
35675,"None","Liquidambar styraciflua"
35676,"None","Ginkgo biloba"
35677,"None","Schinus molle"
35678,"None","Pistacia chinensis"
35679,"None","Prunus sp"
35680,"None","Pyrus calleryana cvs"
35681,"None","Prunus cerasifera/blireiana"
35682,"None","Pinus sp"
35683,"None","Fraxinus sp"
35684,"None","Pistacia chinensis"
35685,"None","Schinus terebinthefolia"
35686,"None","Pistacia chinensis"
35687,"None","Unknown"
35688,"None","Pistacia chinensis"
35689,"None","Pyrus calleryana cvs"
35690,"High","Robinia hybrid"
35691,"Low","Platanus acerifolia"
35692,"None","Pyrus calleryana cvs"
35693,"None","Pittosporum undulatum"
35694,"None","Prunus sp"
35695,"None","Prunus sp"
35696,"None","Robinia hybrid"
35697,"None","Celtis sp"
35698,"Moderate","Platanus acerifolia"
35699,"None","Prunus sp"
35700,"None","Olea europaea"
35701,"None","Other"
35702,"None","Liquidambar styraciflua"
35703,"None","Acacia sp"
35704,"Low","Fraxinus sp"
35705,"None","Nerium oleander"
35706,"None","Celtis sp"
35707,"None","Celtis sp"
35708,"None","Pyrus calleryana cvs"
35709,"None","Fraxinus o. `Raywood'"
35710,"None","Quercus ilex"
35711,"Low","Platanus acerifolia"
35712,"None","Fraxinus sp"
35713,"None","Unknown"
35714,"None","Robinia hybrid"
35715,"None","Eriobotrya japonica"
35716,"None","Cercis sp"
35717,"Low","Pyrus calleryana cvs"
35718,"None","Lagerstroemia indica"
35719,"Low","Pyrus kawakami"
35720,"Low","Liquidambar styraciflua"
35721,"None","Quercus sp"
35722,"None","Melaleuca sp"
35723,"None","Prunus cerasifera/blireiana"
35724,"None","Pyrus calleryana cvs"
35725,"None","Ginkgo biloba"
35726,"None","Acer sp"
35727,"None","Acer sp"
35728,"None","Fraxinus sp"
35729,"None","Cedrus sp"
35730,"None","Prunus cerasifera/blireiana"
35731,"None","Lagerstroemia indica"
35732,"None","Celtis sp"
35733,"None","Liquidambar styraciflua"
35734,"None","Platanus acerifolia"
35735,"None","Acer sp"
35736,"None","Shrub"
35737,"None","Fraxinus sp"
35738,"None","Callistemon sp"
35739,"None","Pyrus calleryana cvs"
35740,"Low","Betula sp"
35741,"None","Crataegus phaenopyrum"
35742,"None","Acer sp"
35743,"None","Pinus sp"
35744,"None","Unknown"
35745,"None","Liquidambar styraciflua"
35746,"Low","Pistacia chinensis"
35747,"None","Crataegus phaenopyrum"
35748,"None","Geijera parvifolia"
35749,"None","Malus floribunda"
35750,"None","Fraxinus sp"
35751,"None","Liquidambar styraciflua"
35752,"None","Cupressus sp"
35753,"None","Pyrus calleryana cvs"
35754,"None","Tristaniopsis I. `Elegant"
35755,"None","Magnolia grandiflora"
35756,"None","Other"
35757,"None","Other"
35758,"None","Melaleuca sp"
35759,"None","Platanus acerifolia"
35760,"None","Acer sp"
35761,"None","Dead"
35762,"None","Liquidambar styraciflua"
35763,"None","Ulmus parvifolia"
35764,"None","Acer sp"
35765,"Low","Ulmus parvifolia"
35766,"None","Ulmus parvifolia"
35767,"None","Other"
35768,"None","Liquidambar styraciflua"
35769,"None","Fraxinus sp"
35770,"None","Other"
35771,"None","Fraxinus sp"
35772,"None","Prunus cerasifera/blireiana"
35773,"None","Pyrus calleryana cvs"
35774,"None","Pyrus calleryana cvs"
35775,"None","Liquidambar styraciflua"
35776,"High","Liquidambar styraciflua"
35777,"None","Other"
35778,"None","Liquidambar styraciflua"
35779,"None","Fagus sylvatica"
35780,"None","Fraxinus sp"
35781,"None","Prunus cerasifera/blireiana"
35782,"None","Acer sp"
35783,"None","Celtis sp"
35784,"None","Platanus acerifolia"
35785,"None","Celtis sp"
35786,"Low","Platanus acerifolia"
35787,"None","Other"
35788,"None","Malus floribunda"
35789,"None","Fraxinus sp"
35790,"None","Fagus sylvatica"
35791,"None","Other"
35792,"None","Prunus cerasifera/blireiana"
35793,"None","Fagus sylvatica"
35794,"None","Celtis sp"
35795,"None","Celtis sp"
35796,"None","Pistacia chinensis"
35797,"None","Fraxinus sp"
35798,"Low","Ginkgo biloba"
35799,"None","Liquidambar styraciflua"
35800,"None","Liquidambar styraciflua"
35801,"None","Prunus cerasifera/blireiana"
35802,"None","Liquidambar styraciflua"
35803,"None","Platanus acerifolia"
35804,"None","Arbutus sp"
35805,"Moderate","Other"
35806,"None","Albizia julibrissin"
35807,"None","Lagerstroemia indica"
35808,"None","Liquidambar styraciflua"
35809,"None","Liquidambar styraciflua"
35810,"None","Platanus acerifolia"
35811,"Moderate","Dodonaea sp"
35812,"None","Other"
35813,"None","Platanus acerifolia"
35814,"None","Acacia sp"
35815,"None","Celtis sp"
35816,"None","Liquidambar styraciflua"
35817,"None","Platanus acerifolia"
35818,"None","Celtis sp"
35819,"None","Unknown"
35820,"None","Callistemon sp"
35821,"None","Liquidambar styraciflua"
35822,"Moderate","Lophostemon confertus"
35823,"None","Liquidambar styraciflua"
35824,"None","Tristaniopsis laurina"
35825,"None","Tristaniopsis laurina"
35826,"None","Lagerstroemia indica"
35827,"None","Liquidambar styraciflua"
35828,"None","Pistacia chinensis"
35829,"Moderate","Tristaniopsis laurina"
35830,"Low","Liquidambar styraciflua"
35831,"None","Pinus sp"
35832,"Low","Callistemon sp"
35833,"Low","Pistacia chinensis"
35834,"None","Crataegus phaenopyrum"
35835,"None","Pyrus calleryana cvs"
35836,"Low","Pyrus calleryana cvs"
35837,"None","Albizia julibrissin"
35838,"Low","Liquidambar styraciflua"
35839,"Low","Liquidambar styraciflua"
35840,"None","Pyrus calleryana cvs"
35841,"None","Lophostemon confertus"
35842,"None","Ginkgo biloba"
35843,"None","Cinnamomum camphora"
35844,"None","Cinnamomum camphora"
35845,"None","Liquidambar styraciflua"
35846,"None","Pittosporum undulatum"
35847,"None","Lophostemon confertus"
35848,"Low","Callistemon sp"
35849,"None","Phoenix canariensis"
35850,"None","Liquidambar styraciflua"
35851,"None","Other"
35852,"None","Lophostemon confertus"
35853,"None","Unknown"
35854,"None","Ligustrum sp"
35855,"Low","Pyrus calleryana cvs"
35856,"Low","Lophostemon confertus"
35857,"None","Lagerstroemia indica"
35858,"Moderate","Pyrus calleryana cvs"
35859,"Low","Pyrus calleryana cvs"
35860,"Moderate","Pyrus calleryana cvs"
35861,"Low","Phoenix canariensis"
35862,"None","Quercus sp"
35863,"None","Magnolia grandiflora"
35864,"None","Dead"
35865,"None","Magnolia grandiflora"
35866,"Low","Lophostemon confertus"
35867,"None","Lophostemon confertus"
35868,"Low","Lophostemon confertus"
35869,"Moderate","Unknown"
35870,"None","Lagerstroemia indica"
35871,"Low","Lagerstroemia indica"
35872,"None","Malus sp"
35873,"None","Malus sp"
35874,"None","Malus sp"
35875,"Low","Pistacia chinensis"
35876,"None","Lagerstroemia indica"
35877,"None","Lagerstroemia indica"
35878,"None","Pistacia chinensis"
35879,"None","Phoenix canariensis"
35880,"None","Lagerstroemia indica"
35881,"None","Phoenix canariensis"
35882,"None","Lagerstroemia indica"
35883,"None","Lagerstroemia indica"
35884,"Low","Lagerstroemia indica"
35885,"Low","Pyrus kawakami"
35886,"None","Prunus sp"
35887,"None","Liquidambar styraciflua"
35888,"None","Lophostemon confertus"
35889,"None","Platanus acerifolia"
35890,"None","Magnolia grandiflora"
35891,"Moderate","Prunus cerasifera/blireiana"
35892,"None","Prunus cerasifera/blireiana"
35893,"None","Pyrus calleryana cvs"
35894,"None","Phoenix canariensis"
35895,"Low","Lophostemon confertus"
35896,"High","Lophostemon confertus"
35897,"None","Acer sp"
35898,"High","Malus sp"
35899,"None","Unknown"
35900,"Low","Liquidambar styraciflua"
35901,"None","Pittosporum sp"
35902,"None","Unknown"
35903,"Low","Prunus sp"
35904,"None","Pinus sp"
35905,"None","Lophostemon confertus"
35906,"None","Lagerstroemia indica"
35907,"High","Pyrus kawakami"
35908,"Low","Tristaniopsis laurina"
35909,"None","Grevillea robusta"
35910,"Low","Pyrus kawakami"
35911,"Low","Eucalyptus citriodora"
35912,"None","Prunus sp"
35913,"Low","Prunus cerasifera/blireiana"
35914,"High","Liquidambar styraciflua"
35915,"Low","Unknown"
35916,"Low","Platanus acerifolia"
35917,"Low","Pyrus calleryana cvs"
35918,"None","Lophostemon confertus"
35919,"None","Liquidambar styraciflua"
35920,"None","Callistemon sp"
35921,"None","Podocarpus gracilior"
35922,"None","Pyrus kawakami"
35923,"None","Acer sp"
35924,"None","Liquidambar styraciflua"
35925,"None","Lophostemon confertus"
35926,"None","Phoenix canariensis"
35927,"None","Malus sp"
35928,"None","Phoenix canariensis"
35929,"Moderate","Prunus cerasifera/blireiana"
35930,"Moderate","Prunus cerasifera/blireiana"
35931,"None","Lophostemon confertus"
35932,"None","Lagerstroemia indica"
35933,"None","Jacaranda acutifolia"
35934,"None","Pyrus calleryana cvs"
35935,"Moderate","Lophostemon confertus"
35936,"None","Tristaniopsis laurina"
35937,"Moderate","Grevillea robusta"
35938,"None","Pistacia chinensis"
35939,"None","Phoenix canariensis"
35940,"None","Phoenix canariensis"
35941,"None","Unknown"
35942,"None","Ginkgo biloba"
35943,"None","Lagerstroemia indica"
35944,"Moderate","Grevillea robusta"
35945,"None","Prunus sp"
35946,"None","Quercus sp"
35947,"Low","Pyrus kawakami"
35948,"None","Grevillea robusta"
35949,"None","Lagerstroemia indica"
35950,"None","Pistacia chinensis"
35951,"None","Fraxinus o. `Raywood'"
35952,"None","Platanus acerifolia"
35953,"None","Cinnamomum camphora"
35954,"None","Liquidambar styraciflua"
35955,"Moderate","Pyrus kawakami"
35956,"None","Lagerstroemia indica"
35957,"Moderate","Platanus acerifolia"
35958,"None","Grevillea robusta"
35959,"None","Juniperus sp"
35960,"None","Other"
35961,"None","Other"
35962,"Low","Platanus acerifolia"
35963,"None","Washingtonia robusta"
35964,"None","Prunus cerasifera/blireiana"
35965,"None","Cupressus sp"
35966,"None","Liquidambar styraciflua"
35967,"None","Liquidambar styraciflua"
35968,"Low","Pyrus calleryana cvs"
35969,"None","Liquidambar styraciflua"
35970,"None","Grevillea robusta"
35971,"None","Lagerstroemia indica"
35972,"None","Liquidambar styraciflua"
35973,"None","Grevillea robusta"
35974,"None","Schinus molle"
35975,"None","Lagerstroemia indica"
35976,"None","Lagerstroemia indica"
35977,"None","Magnolia grandiflora"
35978,"None","Liquidambar styraciflua"
35979,"None","Prunus cerasifera/blireiana"
35980,"High","Acacia baileyana"
35981,"None","Liquidambar styraciflua"
35982,"None","Cupressus sp"
35983,"None","Cinnamomum camphora"
35984,"None","Platanus acerifolia"
35985,"None","Liquidambar styraciflua"
35986,"None","Pyrus calleryana cvs"
35987,"None","Platanus acerifolia"
35988,"None","Unknown"
35989,"None","Crataegus phaenopyrum"
35990,"None","Liquidambar styraciflua"
35991,"None","Pyrus calleryana cvs"
35992,"None","Liquidambar styraciflua"
35993,"None","Washingtonia robusta"
35994,"None","Liquidambar styraciflua"
35995,"None","Lagerstroemia indica"
35996,"None","Washingtonia robusta"
35997,"None","Nerium oleander"
35998,"Low","Liquidambar styraciflua"
35999,"None","Pistacia chinensis"
36000,"None","Albizia julibrissin"
36001,"None","Prunus sp"
36002,"Low","Acer sp"
36003,"None","Jacaranda acutifolia"
36004,"None","Fraxinus o. `Raywood'"
36005,"None","Other"
36006,"None","Liquidambar styraciflua"
36007,"None","Other"
36008,"Low","Prunus sp"
36009,"None","Liquidambar styraciflua"
36010,"None","Lagerstroemia indica"
36011,"None","Unknown"
36012,"None","Prunus sp"
36013,"None","Cinnamomum camphora"
36014,"None","Platanus acerifolia"
36015,"None","Liquidambar styraciflua"
36016,"Moderate","Celtis sp"
36017,"None","Cinnamomum camphora"
36018,"None","Platanus acerifolia"
36019,"None","Cordyline australis"
36020,"None","Eriobotrya japonica"
36021,"None","Unknown"
36022,"None","Unknown"
36023,"None","Cinnamomum camphora"
36024,"None","Schinus terebinthefolia"
36025,"Low","Quercus sp"
36026,"None","Olea europaea"
36027,"None","Pyrus calleryana cvs"
36028,"None","Prunus sp"
36029,"None","Magnolia grandiflora"
36030,"Low","Liquidambar styraciflua"
36031,"None","Geijera parvifolia"
36032,"Low","Pyrus calleryana cvs"
36033,"None","Ulmus americana"
36034,"None","Liquidambar styraciflua"
36035,"None","Acer sp"
36036,"None","Magnolia grandiflora"
36037,"None","Prunus cerasifera/blireiana"
36038,"Low","Platanus acerifolia"
36039,"Moderate","Prunus sp"
36040,"None","Lagerstroemia indica"
36041,"None","Acer sp"
36042,"None","Washingtonia robusta"
36043,"None","Pyrus calleryana cvs"
36044,"None","Crataegus phaenopyrum"
36045,"Low","Myoporum laetum"
36046,"None","Arbutus sp"
36047,"None","Podocarpus gracilior"
36048,"None","Grevillea robusta"
36049,"None","Melaleuca sp"
36050,"None","Washingtonia robusta"
36051,"None","Liquidambar styraciflua"
36052,"High","Ginkgo biloba"
36053,"None","Cinnamomum camphora"
36054,"Low","Pistacia chinensis"
36055,"Low","Pyrus kawakami"
36056,"Low","Pyrus kawakami"
36057,"None","Albizia julibrissin"
36058,"None","Quercus sp"
36059,"None","Liquidambar styraciflua"
36060,"None","Myoporum laetum"
36061,"None","Cupressus sp"
36062,"Moderate","Liquidambar styraciflua"
36063,"None","Lagerstroemia indica"
36064,"None","Malus sp"
36065,"Moderate","Prunus cerasifera/blireiana"
36066,"None","Quercus sp"
36067,"None","Lagerstroemia indica"
36068,"None","Cercis sp"
36069,"None","Pyrus calleryana cvs"
36070,"None","Prunus sp"
36071,"None","Eriobotrya japonica"
36072,"None","Cercis sp"
36073,"None","Salix sp"
36074,"None","Prunus cerasifera/blireiana"
36075,"None","Liquidambar styraciflua"
36076,"None","Lagerstroemia indica"
36077,"Low","Quercus sp"
36078,"None","Oxydendron arboreum"
36079,"None","Malus sp"
36080,"None","Unknown"
36081,"None","Cinnamomum camphora"
36082,"None","Unknown"
36083,"Low","Prunus sp"
36084,"None","Cinnamomum camphora"
36085,"None","Platanus acerifolia"
36086,"None","Rhus lancea"
36087,"High","Prunus sp"
36088,"None","Ulmus parvifolia"
36089,"None","Acacia longifolia"
36090,"None","Liriodendron tulipifera"
36091,"None","Magnolia grandiflora"
36092,"None","Sapium sebiferum"
36093,"None","Melaleuca sp"
36094,"None","Jacaranda acutifolia"
36095,"None","Grevillea robusta"
36096,"None","Magnolia grandiflora"
36097,"None","Liquidambar styraciflua"
36098,"Low","Abies sp"
36099,"None","Cedrus sp"
36100,"None","Grevillea robusta"
36101,"None","Quercus sp"
36102,"None","Pyrus calleryana cvs"
36103,"None","Melaleuca sp"
36104,"None","Ligustrum sp"
36105,"None","Ulmus parvifolia"
36106,"None","Liquidambar styraciflua"
36107,"None","Washingtonia robusta"
36108,"None","Sapium sebiferum"
36109,"None","Ligustrum sp"
36110,"High","Liquidambar styraciflua"
36111,"None","Platanus acerifolia"
36112,"None","Jacaranda acutifolia"
36113,"None","Pyrus calleryana cvs"
36114,"None","Prunus sp"
36115,"None","Cinnamomum camphora"
36116,"Moderate","Grevillea robusta"
36117,"None","Eriobotrya japonica"
36118,"None","Quercus sp"
36119,"None","Acacia melanoxylon"
36120,"None","Populus sp"
36121,"None","Pyrus calleryana cvs"
36122,"None","Liquidambar styraciflua"
36123,"None","Washingtonia robusta"
36124,"None","Liquidambar styraciflua"
36125,"None","Prunus cerasifera/blireiana"
36126,"Moderate","Quercus sp"
36127,"None","Prunus cerasifera/blireiana"
36128,"None","Prunus cerasifera/blireiana"
36129,"None","Magnolia grandiflora"
36130,"None","Tristaniopsis laurina"
36131,"Moderate","Magnolia grandiflora"
36132,"None","Schinus molle"
36133,"None","Fraxinus o. `Raywood'"
36134,"None","Liquidambar styraciflua"
36135,"None","Syzygium paniculatum"
36136,"None","Quercus sp"
36137,"None","Quercus sp"
36138,"Low","Magnolia grandiflora"
36139,"Low","Magnolia grandiflora"
36140,"None","Pyrus kawakami"
36141,"None","Cupressus sp"
36142,"None","Lagerstroemia indica"
36143,"Low","Tristaniopsis laurina"
36144,"None","Liquidambar styraciflua"
36145,"Low","Malus sp"
36146,"None","Prunus sp"
36147,"None","Lagerstroemia indica"
36148,"None","Quercus sp"
36149,"None","Metrosideros excelsus"
36150,"None","Prunus sp"
36151,"None","Lagerstroemia indica"
36152,"None","Other"
36153,"None","Pyrus calleryana cvs"
36154,"None","Liquidambar styraciflua"
36155,"None","Unknown"
36156,"None","Ginkgo biloba"
36157,"High","Syzygium paniculatum"
36158,"None","Cinnamomum camphora"
36159,"None","Other"
36160,"None","Zelkova serrata"
36161,"None","Punicia granatum"
36162,"None","Prunus cerasifera/blireiana"
36163,"None","Nerium oleander"
36164,"None","Liquidambar styraciflua"
36165,"None","Pyrus kawakami"
36166,"None","Pistacia chinensis"
36167,"None","Pyrus calleryana cvs"
36168,"None","Quercus suber"
36169,"None","Pistacia chinensis"
36170,"None","Pyrus calleryana cvs"
36171,"None","Melaleuca sp"
36172,"None","Liquidambar styraciflua"
36173,"None","Liquidambar styraciflua"
36174,"None","Lagerstroemia indica"
36175,"None","Cedrus sp"
36176,"Moderate","Robinia sp"
36177,"None","Schinus terebinthefolia"
36178,"None","Eriobotrya japonica"
36179,"None","Magnolia grandiflora"
36180,"None","Other"
36181,"None","Unknown"
36182,"None","Ulmus americana"
36183,"None","Schinus terebinthefolia"
36184,"None","Cedrus sp"
36185,"None","Pistacia chinensis"
36186,"None","Prunus sp"
36187,"None","Unknown"
36188,"None","Pistacia chinensis"
36189,"None","Schinus terebinthefolia"
36190,"None","Schinus terebinthefolia"
36191,"None","Pyrus kawakami"
36192,"None","Ginkgo biloba"
36193,"None","Liquidambar styraciflua"
36194,"None","Lophostemon confertus"
36195,"None","Melaleuca sp"
36196,"None","Podocarpus gracilior"
36197,"None","Unknown"
36198,"None","Unknown"
36199,"None","Ulmus parvifolia"
36200,"None","Lagerstroemia indica"
36201,"None","Liquidambar styraciflua"
36202,"None","Pistacia chinensis"
36203,"None","Other"
36204,"None","Platanus acerifolia"
36205,"None","Pyrus kawakami"
36206,"None","Lagerstroemia indica"
36207,"None","Pyrus calleryana cvs"
36208,"None","Lagerstroemia indica"
36209,"None","Quercus sp"
36210,"None","Magnolia grandiflora"
36211,"None","Fraxinus sp"
36212,"None","Platanus acerifolia"
36213,"None","Pistacia chinensis"
36214,"None","Magnolia grandiflora"
36215,"None","Unknown"
36216,"None","Acacia melanoxylon"
36217,"None","Liquidambar styraciflua"
36218,"None","Acer sp"
36219,"None","Pyrus calleryana cvs"
36220,"High","Schinus terebinthefolia"
36221,"None","Fraxinus o. `Raywood'"
36222,"None","Cinnamomum camphora"
36223,"None","Pyrus calleryana cvs"
36224,"None","Other"
36225,"Moderate","Cordyline australis"
36226,"None","Acer sp"
36227,"None","Quercus sp"
36228,"None","Quercus sp"
36229,"None","Unknown"
36230,"Low","Fraxinus sp"
36231,"None","Schinus terebinthefolia"
36232,"None","Callistemon sp"
36233,"None","Pistacia chinensis"
36234,"None","Lophostemon confertus"
36235,"None","Liquidambar styraciflua"
36236,"None","Ligustrum sp"
36237,"None","Liquidambar styraciflua"
36238,"Low","Unknown"
36239,"None","Pyrus calleryana cvs"
36240,"None","Pyrus calleryana cvs"
36241,"None","Malus floribunda"
36242,"None","Other"
36243,"None","Other"
36244,"None","Dead"
36245,"None","Dead"
36246,"None","Schinus terebinthefolia"
36247,"None","Cinnamomum camphora"
36248,"None","Robinia hybrid"
36249,"High","Lophostemon confertus"
36250,"None","Magnolia grandiflora"
36251,"None","Quercus sp"
36252,"Moderate","Platanus acerifolia"
36253,"None","Pyrus calleryana cvs"
36254,"None","Salix sp"
36255,"None","Pyrus calleryana cvs"
36256,"None","Acer sp"
36257,"None","Schinus terebinthefolia"
36258,"None","Pinus sp"
36259,"None","Acer sp"
36260,"Moderate","Platanus acerifolia"
36261,"None","Platanus acerifolia"
36262,"None","Ginkgo biloba"
36263,"None","Unknown"
36264,"None","Quercus sp"
36265,"None","Eriobotrya deflexa"
36266,"None","Platanus acerifolia"
36267,"None","Lophostemon confertus"
36268,"None","Malus sp"
36269,"None","Pistacia chinensis"
36270,"None","Melaleuca sp"
36271,"None","Unknown"
36272,"None","Pyrus kawakami"
36273,"None","Pyrus calleryana cvs"
36274,"None","Prunus sp"
36275,"Low","Lagerstroemia indica"
36276,"Moderate","Unknown"
36277,"None","Acer sp"
36278,"None","Lagerstroemia indica"
36279,"None","Cercis sp"
36280,"Low","Liquidambar styraciflua"
36281,"Low","Prunus cerasifera/blireiana"
36282,"None","Eucalyptus citriodora"
36283,"None","Prunus cerasifera/blireiana"
36284,"None","Pyrus calleryana cvs"
36285,"None","Schinus terebinthefolia"
36286,"None","Pyrus kawakami"
36287,"None","Melaleuca sp"
36288,"None","Schinus terebinthefolia"
36289,"None","Jacaranda acutifolia"
36290,"None","Pyrus kawakami"
36291,"Low","Other"
36292,"None","Quercus sp"
36293,"None","Zelkova serrata"
36294,"None","Pyrus kawakami"
36295,"None","Pyrus kawakami"
36296,"None","Prunus cerasifera/blireiana"
36297,"None","Prunus sp"
36298,"Low","Jacaranda acutifolia"
36299,"Moderate","Fraxinus sp"
36300,"Low","Pyrus calleryana cvs"
36301,"None","Pyrus kawakami"
36302,"None","Melaleuca sp"
36303,"Low","Callistemon sp"
36304,"None","Unknown"
36305,"Low","Fraxinus sp"
36306,"None","Pistacia chinensis"
36307,"None","Dead"
36308,"Low","Jacaranda acutifolia"
36309,"None","Fraxinus sp"
36310,"None","Eriobotrya deflexa"
36311,"Low","Pyrus calleryana cvs"
36312,"None","Pyrus calleryana cvs"
36313,"None","Cinnamomum camphora"
36314,"None","Pyrus calleryana cvs"
36315,"None","Prunus cerasifera/blireiana"
36316,"None","Liquidambar styraciflua"
36317,"None","Pyrus calleryana cvs"
36318,"None","Eriobotrya japonica"
36319,"Low","Pyrus calleryana cvs"
36320,"None","Betula sp"
36321,"Low","Liquidambar styraciflua"
36322,"Low","Prunus cerasifera/blireiana"
36323,"None","Geijera parvifolia"
36324,"Low","Lagerstroemia indica"
36325,"Low","Cupressus sp"
36326,"None","Pyrus calleryana cvs"
36327,"None","Pyrus calleryana cvs"
36328,"Moderate","Schinus terebinthefolia"
36329,"Low","Liquidambar styraciflua"
36330,"Low","Shrub"
36331,"Low","Lagerstroemia indica"
36332,"None","Pyrus calleryana cvs"
36333,"None","Schinus terebinthefolia"
36334,"Low","Lophostemon confertus"
36335,"None","Liquidambar styraciflua"
36336,"Low","Prunus sp"
36337,"Low","Prunus sp"
36338,"None","Podocarpus gracilior"
36339,"None","Arbutus sp"
36340,"High","Pyrus calleryana cvs"
36341,"None","Pyrus kawakami"
36342,"Low","Unknown"
36343,"Moderate","Cinnamomum camphora"
36344,"Moderate","Pyrus kawakami"
36345,"None","Callistemon sp"
36346,"None","Callistemon sp"
36347,"None","Acer sp"
36348,"None","Ulmus parvifolia"
36349,"Moderate","Platanus acerifolia"
36350,"Low","Lagerstroemia indica"
36351,"None","Cupressus sp"
36352,"None","Cupressus sp"
36353,"None","Tristaniopsis laurina"
36354,"None","Platanus acerifolia"
36355,"Low","Shrub"
36356,"Moderate","Jacaranda acutifolia"
36357,"None","Pyrus calleryana cvs"
36358,"None","Liquidambar styraciflua"
36359,"None","Prunus cerasifera/blireiana"
36360,"None","Laurus nobilis"
36361,"Moderate","Pyrus calleryana cvs"
36362,"None","Fraxinus sp"
36363,"None","Populus nigra Italica"
36364,"Low","Magnolia grandiflora"
36365,"Low","Magnolia grandiflora"
36366,"Low","Lagerstroemia indica"
36367,"Low","Pyrus calleryana cvs"
36368,"None","Schinus terebinthefolia"
36369,"Low","Magnolia grandiflora"
36370,"None","Prunus sp"
36371,"Low","Fraxinus o. `Raywood'"
36372,"None","Cinnamomum camphora"
36373,"None","Liquidambar styraciflua"
36374,"None","Melaleuca sp"
36375,"None","Laurus nobilis"
36376,"None","Liquidambar styraciflua"
36377,"None","Shrub"
36378,"None","Melaleuca sp"
36379,"None","Pyrus calleryana cvs"
36380,"None","Querus lobata"
36381,"None","Laurus nobilis"
36382,"None","Cinnamomum camphora"
36383,"None","Pyrus calleryana cvs"
36384,"None","Pyrus calleryana cvs"
36385,"None","Jacaranda acutifolia"
36386,"None","Prunus cerasifera/blireiana"
36387,"None","Populus nigra Italica"
36388,"None","Cordyline australis"
36389,"None","Schinus terebinthefolia"
36390,"None","Cupressus sp"
36391,"Low","Koelreuteria sp"
36392,"None","Cupressus sp"
36393,"None","Prunus cerasifera/blireiana"
36394,"None","Koelreuteria sp"
36395,"None","Unknown"
36396,"None","Magnolia grandiflora"
36397,"Low","Fraxinus o. `Raywood'"
36398,"Moderate","Shrub"
36399,"Low","Pyrus calleryana cvs"
36400,"None","Shrub"
36401,"None","Pyrus calleryana cvs"
36402,"Low","Shrub"
36403,"None","Phoenix canariensis"
36404,"Low","Lagerstroemia indica"
36405,"None","Solanum sp"
36406,"None","Shrub"
36407,"None","Shrub"
36408,"Low","Pyrus calleryana cvs"
36409,"None","Pyrus calleryana cvs"
36410,"Low","Fraxinus o. `Raywood'"
36411,"Low","Magnolia grandiflora"
36412,"None","Schinus terebinthefolia"
36413,"None","Melaleuca sp"
36414,"Low","Fraxinus o. `Raywood'"
36415,"Low","Podocarpus gracilior"
36416,"None","Jacaranda acutifolia"
36417,"None","Liquidambar styraciflua"
36418,"Moderate","Lagerstroemia indica"
36419,"Low","Shrub"
36420,"Moderate","Pyrus calleryana cvs"
36421,"None","Prunus sp"
36422,"Moderate","Lagerstroemia indica"
36423,"None","Pyrus calleryana cvs"
36424,"None","Prunus cerasifera/blireiana"
36425,"None","Lagerstroemia indica"
36426,"None","Lagerstroemia indica"
36427,"None","Shrub"
36428,"None","Pyrus calleryana cvs"
36429,"Low","Lagerstroemia indica"
36430,"None","Liquidambar styraciflua"
36431,"None","Fraxinus o. `Raywood'"
36432,"Low","Fraxinus o. `Raywood'"
36433,"None","Fraxinus o. `Raywood'"
36434,"None","Podocarpus gracilior"
36435,"None","Cupressus sp"
36436,"High","Sapium sebiferum"
36437,"None","Liquidambar styraciflua"
36438,"Low","Liquidambar styraciflua"
36439,"None","Cinnamomum camphora"
36440,"None","Washingtonia robusta"
36441,"None","Washingtonia robusta"
36442,"Low","Fraxinus o. `Raywood'"
36443,"Low","Pyrus calleryana cvs"
36444,"None","Liquidambar styraciflua"
36445,"Low","Crataegus phaenopyrum"
36446,"None","Shrub"
36447,"None","Dead"
36448,"None","Liquidambar styraciflua"
36449,"None","Celtis sp"
36450,"Low","Shrub"
36451,"None","Fraxinus o. `Raywood'"
36452,"None","Sapium sebiferum"
36453,"None","Prunus cerasifera/blireiana"
36454,"None","Prunus sp"
36455,"None","Pyrus calleryana cvs"
36456,"Low","Eucalyptus ficifolia"
36457,"None","Shrub"
36458,"None","Tilia sp"
36459,"None","Cercis sp"
36460,"None","Liquidambar styraciflua"
36461,"None","Sapium sebiferum"
36462,"None","Grevillea robusta"
36463,"None","Grevillea robusta"
36464,"None","Sapium sebiferum"
36465,"None","Salix sp"
36466,"None","Fraxinus o. `Raywood'"
36467,"None","Acacia longifolia"
36468,"Low","Dead"
36469,"Low","Liquidambar styraciflua"
36470,"None","Sapium sebiferum"
36471,"Low","Grevillea robusta"
36472,"None","Lagerstroemia indica"
36473,"None","Sapium sebiferum"
36474,"None","Callistemon sp"
36475,"None","Unknown"
36476,"None","Pyrus calleryana cvs"
